1229, 0, 0, -180
1233, 0, 0, -180
1234, 0, 0, -90
1269, 0, 0, -180
1270, 0, 0, -180
1282, 0, 0, -90
1422, 0, 0, -180
1425, 0, 0, -180
1427
2685, 0, 0, -180
3262, 0, 0, -180
3263, 0, 0, -180
3264, 0, 0, -180
3265, 0, 0, -180
3379, 0, 0, -180
8548, 0, 0, -180
19470, 0, 0, 90
11699, 0, 0, -180
19981, 0, 0, -180
19972, 0, 0, -180
19973, 0, 0, -180
19974, 0, 0, -180
19975, 0, 0, -180
19976, 0, 0, -180
19977, 0, 0, -180
19978, 0, 0, -180
19979, 0, 0, -180
19980, 0, 0, -180
19982, 0, 0, -180
19970, 0, 0, -180
19983, 0, 0, -180
19984, 0, 0, -180
19985, 0, 0, -180
19986, 0, 0, -180
19987, 0, 0, -180
19988, 0, 0, -180
19989, 0, 0, -180
19990, 0, 0, -180
19991, 0, 0, -180
19971, 0, 0, -180
19969, 0, 0, -180
11700, 0, 0, -180
19957, 0, 0, -180
19948, 0, 0, -180
19949, 0, 0, -180
19950, 0, 0, -180
19951, 0, 0, -180
19952, 0, 0, -180
19953, 0, 0, -180
19954, 0, 0, -180
19955, 0, 0, -180
19956, 0, 0, -180
19958, 0, 0, -180
19968, 0, 0, -180
19959, 0, 0, -180
19960, 0, 0, -180
19961, 0, 0, -180
19962, 0, 0, -180
19963, 0, 0, -180
19964, 0, 0, -180
19965, 0, 0, -180
19966, 0, 0, -180
19967, 0, 0, -180
19992, 0, 0, -180
